afdb_A0A1M6T2I7_v6	afdb_Q9XBQ8_v6	4.252E-01	4.758E-01	7.039E-01	0.254	42
afdb_A0A1M6T2I7_v6	afdb_P0AEZ1_v6	3.638E-01	5.304E-01	5.647E-01	0.150	36
afdb_A0A1M6T2I7_v6	afdb_P03958_v6	3.908E-01	4.961E-01	5.376E-01	0.196	39
afdb_A0A1M6T2I7_v6	afdb_P0A6C1_v6	3.431E-01	5.151E-01	5.340E-01	0.126	34
afdb_A0A1M6T2I7_v6	afdb_Q9FEW9_v6	3.854E-01	4.455E-01	4.481E-01	0.179	38
afdb_A0A1M6T2I7_v6	afdb_P05414_v6	3.679E-01	4.474E-01	5.047E-01	0.150	36
afdb_A0A1M6T2I7_v6	afdb_Q02899_v6	3.759E-01	4.313E-01	4.339E-01	0.164	37
afdb_A0A1M6T2I7_v6	afdb_P05020_v6	3.544E-01	4.493E-01	4.582E-01	0.138	35
afdb_A0A1M6T2I7_v6	afdb_P39377_v6	3.682E-01	4.265E-01	4.758E-01	0.150	36
afdb_A0A1M6T2I7_v6	afdb_Q8RB32_v6	2.916E-01	4.892E-01	5.200E-01	0.082	29
afdb_A0A1M6T2I7_v6	afdb_P18314_v6	3.908E-01	3.387E-01	4.126E-01	0.196	39
afdb_A0A1M6T2I7_v6	afdb_P42593_v6	4.056E-01	3.050E-01	4.414E-01	0.214	40
afdb_A0A1M6T2I7_v6	afdb_P16444_v6	3.362E-01	3.737E-01	4.376E-01	0.116	33
afdb_A0A1M6T2I7_v6	afdb_P05521_v6	2.935E-01	4.140E-01	4.299E-01	0.082	29
afdb_A0A1M6T2I7_v6	afdb_P37957_v6	2.435E-01	4.542E-01	4.844E-01	0.051	24
afdb_A0A1M6T2I7_v6	afdb_P00639_v6	2.817E-01	4.130E-01	4.479E-01	0.076	28
afdb_A0A1M6T2I7_v6	afdb_P52700_v6	2.818E-01	4.081E-01	4.478E-01	0.076	28
afdb_A0A1M6T2I7_v6	afdb_P09030_v6	2.692E-01	4.107E-01	4.640E-01	0.063	26
afdb_A0A1M6T2I7_v6	afdb_P00860_v6	3.347E-01	3.409E-01	3.660E-01	0.116	33
afdb_A0A1M6T2I7_v6	afdb_P16099_v6	3.964E-01	2.769E-01	4.353E-01	0.196	39
afdb_A0A1M6T2I7_v6	afdb_Q29460_v6	2.409E-01	4.316E-01	5.229E-01	0.051	24
afdb_A0A1M6T2I7_v6	afdb_Q58989_v6	2.281E-01	4.255E-01	4.329E-01	0.040	22
afdb_A0A1M6T2I7_v6	afdb_Q75WN8_v6	2.588E-01	3.817E-01	4.106E-01	0.057	25
afdb_A0A1M6T2I7_v6	afdb_Q9UMR5_v6	2.639E-01	3.760E-01	4.040E-01	0.063	26
afdb_A0A1M6T2I7_v6	afdb_P04190_v6	2.482E-01	3.882E-01	4.199E-01	0.051	24
afdb_A0A1M6T2I7_v6	afdb_P25910_v6	2.455E-01	3.898E-01	4.106E-01	0.051	24
afdb_A0A1M6T2I7_v6	afdb_P00590_v6	2.246E-01	4.029E-01	4.668E-01	0.040	22
afdb_A0A1M6T2I7_v6	afdb_P53608_v6	2.626E-01	3.632E-01	3.796E-01	0.063	26
afdb_A0A1M6T2I7_v6	afdb_P45478_v6	2.585E-01	3.656E-01	4.017E-01	0.057	25
afdb_A0A1M6T2I7_v6	afdb_Q00017_v6	2.351E-01	3.869E-01	4.073E-01	0.045	23
afdb_A0A1M6T2I7_v6	afdb_P22394_v6	3.308E-01	2.919E-01	3.924E-01	0.116	33
afdb_A0A1M6T2I7_v6	afdb_P00935_v6	2.871E-01	3.327E-01	3.454E-01	0.076	28
afdb_A0A1M6T2I7_v6	afdb_Q12178_v6	1.782E-01	4.406E-01	4.993E-01	0.016	17
afdb_A0A1M6T2I7_v6	afdb_P95468_v6	2.859E-01	3.255E-01	3.652E-01	0.076	28
afdb_A0A1M6T2I7_v6	afdb_P00175_v6	3.307E-01	2.762E-01	4.387E-01	0.116	33
afdb_A0A1M6T2I7_v6	afdb_P24630_v6	2.938E-01	3.123E-01	3.779E-01	0.082	29
afdb_A0A1M6T2I7_v6	afdb_O58727_v6	1.870E-01	4.177E-01	4.195E-01	0.020	18
afdb_A0A1M6T2I7_v6	afdb_Q3HWU8_v6	2.407E-01	3.640E-01	3.887E-01	0.051	24
afdb_A0A1M6T2I7_v6	afdb_Q6LZM9_v6	2.933E-01	3.101E-01	3.192E-01	0.082	29
afdb_A0A1M6T2I7_v6	afdb_P96965_v6	2.428E-01	3.589E-01	3.916E-01	0.051	24
afdb_A0A1M6T2I7_v6	afdb_Q28943_v6	3.929E-01	2.082E-01	3.968E-01	0.196	39
afdb_A0A1M6T2I7_v6	afdb_P37967_v6	3.041E-01	2.962E-01	3.720E-01	0.090	30
afdb_A0A1M6T2I7_v6	afdb_P16932_v6	2.893E-01	3.076E-01	3.758E-01	0.076	28
afdb_A0A1M6T2I7_v6	afdb_O31156_v6	2.359E-01	3.604E-01	3.751E-01	0.045	23
afdb_A0A1M6T2I7_v6	afdb_P12995_v6	2.868E-01	3.072E-01	3.716E-01	0.076	28
afdb_A0A1M6T2I7_v6	afdb_P83772_v6	2.270E-01	3.637E-01	3.667E-01	0.040	22
afdb_A0A1M6T2I7_v6	afdb_P27170_v6	2.669E-01	3.238E-01	3.663E-01	0.063	26
afdb_A0A1M6T2I7_v6	afdb_P12998_v6	2.721E-01	3.154E-01	3.601E-01	0.069	27
afdb_A0A1M6T2I7_v6	afdb_Q16775_v6	2.495E-01	3.354E-01	3.611E-01	0.051	24
afdb_A0A1M6T2I7_v6	afdb_P52279_v6	2.463E-01	3.385E-01	3.910E-01	0.051	24
afdb_A0A1M6T2I7_v6	afdb_P10688_v6	3.433E-01	2.388E-01	3.459E-01	0.126	34
afdb_A0A1M6T2I7_v6	afdb_P15289_v6	2.964E-01	2.821E-01	3.334E-01	0.082	29
afdb_A0A1M6T2I7_v6	afdb_P00183_v6	2.752E-01	3.018E-01	3.250E-01	0.069	27
afdb_A0A1M6T2I7_v6	afdb_O59791_v6	2.481E-01	3.289E-01	3.468E-01	0.051	24
afdb_A0A1M6T2I7_v6	afdb_P30850_v6	3.206E-01	2.554E-01	3.234E-01	0.106	32
afdb_A0A1M6T2I7_v6	afdb_P23295_v6	2.707E-01	3.035E-01	3.241E-01	0.069	27
afdb_A0A1M6T2I7_v6	afdb_P0A1E3_v6	2.458E-01	3.284E-01	3.400E-01	0.051	24
afdb_A0A1M6T2I7_v6	afdb_A5JUY8_v6	3.248E-01	2.381E-01	3.931E-01	0.106	32
afdb_A0A1M6T2I7_v6	afdb_P07003_v6	3.008E-01	2.607E-01	3.550E-01	0.090	30
afdb_A0A1M6T2I7_v6	afdb_F8W4B7_v6	3.689E-01	1.918E-01	3.894E-01	0.150	36
afdb_A0A1M6T2I7_v6	afdb_P43099_v6	3.238E-01	2.348E-01	3.353E-01	0.106	32
afdb_A0A1M6T2I7_v6	afdb_P77444_v6	2.637E-01	2.925E-01	3.205E-01	0.063	26
afdb_A0A1M6T2I7_v6	afdb_P83788_v6	2.662E-01	2.893E-01	3.083E-01	0.063	26
afdb_A0A1M6T2I7_v6	afdb_Q00441_v6	2.629E-01	2.928E-01	3.148E-01	0.063	26
afdb_A0A1M6T2I7_v6	afdb_P21836_v6	3.032E-01	2.475E-01	3.260E-01	0.090	30
afdb_A0A1M6T2I7_v6	afdb_P0CE47_v6	2.536E-01	2.906E-01	3.820E-01	0.057	25
afdb_A0A1M6T2I7_v6	afdb_P55038_v6	3.911E-01	1.504E-01	4.018E-01	0.196	39
afdb_A0A1M6T2I7_v6	afdb_Q7ZAG8_v6	2.583E-01	2.843E-01	3.191E-01	0.057	25
afdb_A0A1M6T2I7_v6	afdb_P30122_v6	2.927E-01	2.483E-01	3.487E-01	0.082	29
afdb_A0A1M6T2I7_v6	afdb_P28796_v6	2.695E-01	2.714E-01	3.266E-01	0.063	26
afdb_A0A1M6T2I7_v6	afdb_P31013_v6	2.662E-01	2.725E-01	2.928E-01	0.063	26
afdb_A0A1M6T2I7_v6	afdb_P09184_v6	1.557E-01	3.824E-01	4.188E-01	0.011	15
afdb_A0A1M6T2I7_v6	afdb_P53041_v6	2.742E-01	2.638E-01	2.781E-01	0.069	27
afdb_A0A1M6T2I7_v6	afdb_P37062_v6	2.642E-01	2.736E-01	3.359E-01	0.063	26
afdb_A0A1M6T2I7_v6	afdb_P71119_v6	1.938E-01	3.404E-01	3.570E-01	0.024	19
afdb_A0A1M6T2I7_v6	afdb_P00914_v6	2.663E-01	2.663E-01	3.244E-01	0.063	26
afdb_A0A1M6T2I7_v6	afdb_P00392_v6	2.826E-01	2.508E-01	3.541E-01	0.076	28
afdb_A0A1M6T2I7_v6	afdb_P0AB77_v6	2.499E-01	2.820E-01	3.210E-01	0.051	24
