afdb_P00469_v6	afdb_Q9FEW9_v6	3.501E-01	2.977E-01	3.580E-01	0.138	35
afdb_P00469_v6	afdb_P09030_v6	2.892E-01	3.239E-01	3.247E-01	0.076	28
afdb_P00469_v6	afdb_P0AEZ1_v6	2.960E-01	3.090E-01	3.147E-01	0.082	29
afdb_P00469_v6	afdb_P0A6T5_v6	2.581E-01	3.346E-01	3.796E-01	0.057	25
afdb_P00469_v6	afdb_P09598_v6	2.831E-01	3.063E-01	3.434E-01	0.076	28
afdb_P00469_v6	afdb_O59791_v6	2.963E-01	2.919E-01	3.118E-01	0.082	29
afdb_P00469_v6	afdb_P00860_v6	3.309E-01	2.535E-01	3.346E-01	0.116	33
afdb_P00469_v6	afdb_P00183_v6	3.173E-01	2.625E-01	3.434E-01	0.098	31
afdb_P00469_v6	afdb_P00396_v6	3.356E-01	2.389E-01	3.525E-01	0.116	33
afdb_P00469_v6	afdb_P00639_v6	2.740E-01	2.953E-01	3.312E-01	0.069	27
afdb_P00469_v6	afdb_P04190_v6	2.633E-01	3.031E-01	3.269E-01	0.063	26
afdb_P00469_v6	afdb_P18314_v6	3.422E-01	2.219E-01	3.436E-01	0.126	34
afdb_P00469_v6	afdb_P25910_v6	2.569E-01	3.022E-01	3.267E-01	0.057	25
afdb_P00469_v6	afdb_P52279_v6	2.778E-01	2.797E-01	3.112E-01	0.069	27
afdb_P00469_v6	afdb_Q9YHT1_v6	3.549E-01	2.010E-01	3.620E-01	0.138	35
afdb_P00469_v6	afdb_P19938_v6	2.639E-01	2.843E-01	3.115E-01	0.063	26
afdb_P00469_v6	afdb_P07511_v6	3.163E-01	2.298E-01	3.266E-01	0.098	31
afdb_P00469_v6	afdb_P0A1E3_v6	2.706E-01	2.664E-01	3.160E-01	0.069	27
afdb_P00469_v6	afdb_P24289_v6	2.525E-01	2.827E-01	3.532E-01	0.057	25
afdb_P00469_v6	afdb_A0A0C6DRW4_v6	2.915E-01	2.416E-01	3.067E-01	0.082	29
afdb_P00469_v6	afdb_P37967_v6	3.025E-01	2.209E-01	3.809E-01	0.090	30
afdb_P00469_v6	afdb_P52700_v6	2.557E-01	2.689E-01	3.022E-01	0.057	25
afdb_P00469_v6	afdb_O68557_v6	2.523E-01	2.615E-01	2.845E-01	0.057	25
afdb_P00469_v6	afdb_P81054_v6	2.653E-01	2.481E-01	2.786E-01	0.063	26
afdb_P00469_v6	afdb_Q7SID9_v6	3.077E-01	2.008E-01	3.360E-01	0.090	30
afdb_P00469_v6	afdb_Q6UV28_v6	1.825E-01	3.259E-01	3.771E-01	0.020	18
afdb_P00469_v6	afdb_P00918_v6	2.352E-01	2.707E-01	3.029E-01	0.045	23
afdb_P00469_v6	afdb_P00388_v6	3.206E-01	1.829E-01	3.372E-01	0.106	32
afdb_P00469_v6	afdb_P05725_v6	1.912E-01	3.088E-01	3.475E-01	0.024	19
afdb_P00469_v6	afdb_P21836_v6	3.098E-01	1.894E-01	3.588E-01	0.090	30
afdb_P00469_v6	afdb_P0A9P4_v6	2.493E-01	2.469E-01	2.736E-01	0.051	24
afdb_P00469_v6	afdb_P71119_v6	2.144E-01	2.803E-01	2.939E-01	0.034	21
afdb_P00469_v6	afdb_P05414_v6	2.563E-01	2.313E-01	2.801E-01	0.057	25
afdb_P00469_v6	afdb_Q01693_v6	2.846E-01	2.024E-01	2.850E-01	0.076	28
afdb_P00469_v6	afdb_Q9XBQ8_v6	2.664E-01	2.209E-01	3.167E-01	0.063	26
afdb_P00469_v6	afdb_Q56839_v6	2.814E-01	1.969E-01	2.820E-01	0.076	28
afdb_P00469_v6	afdb_Q05769_v6	2.949E-01	1.820E-01	3.046E-01	0.082	29
afdb_P00469_v6	afdb_P30122_v6	2.921E-01	1.849E-01	3.123E-01	0.082	29
afdb_P00469_v6	afdb_P08165_v6	2.637E-01	1.954E-01	2.681E-01	0.063	26
afdb_P00469_v6	afdb_Q94702_v6	1.758E-01	2.780E-01	3.253E-01	0.016	17
afdb_P00469_v6	afdb_P00390_v6	2.607E-01	1.829E-01	2.729E-01	0.063	26
afdb_P00469_v6	afdb_P00777_v6	2.168E-01	2.250E-01	2.867E-01	0.034	21
afdb_P00469_v6	afdb_P09883_v6	2.643E-01	1.708E-01	2.760E-01	0.063	26
afdb_P00469_v6	afdb_P06621_v6	2.271E-01	1.899E-01	2.316E-01	0.040	22
afdb_P0A6L2_v6	afdb_P0A6C1_v6	5.675E-01	5.788E-01	6.979E-01	0.663	56
afdb_P0A6L2_v6	afdb_Q8RB32_v6	5.274E-01	6.170E-01	6.657E-01	0.537	52
afdb_P0A6L2_v6	afdb_Q02899_v6	6.426E-01	4.923E-01	6.444E-01	0.855	64
afdb_P0A6L2_v6	afdb_P0AEZ1_v6	5.655E-01	5.590E-01	7.227E-01	0.663	56
afdb_P0A6L2_v6	afdb_Q9FEW9_v6	6.231E-01	4.840E-01	6.266E-01	0.817	62
afdb_P0A6L2_v6	afdb_P05020_v6	5.635E-01	4.897E-01	5.676E-01	0.663	56
afdb_P0A6L2_v6	afdb_P03958_v6	5.541E-01	4.750E-01	6.772E-01	0.632	55
afdb_P0A6L2_v6	afdb_P16099_v6	6.710E-01	3.027E-01	6.729E-01	0.900	67
