afdb_A2RJT9_v6	afdb_P05414_v6	6.589E-01	5.650E-01	6.725E-01	0.872	65
afdb_A2RJT9_v6	afdb_Q28943_v6	8.917E-01	2.858E-01	8.943E-01	0.996	89
afdb_A2RJT9_v6	afdb_Q8RB32_v6	5.225E-01	6.424E-01	6.446E-01	0.537	52
afdb_A2RJT9_v6	afdb_Q9FEW9_v6	6.372E-01	5.158E-01	6.806E-01	0.837	63
afdb_A2RJT9_v6	afdb_P0A6C1_v6	5.558E-01	5.968E-01	5.985E-01	0.632	55
afdb_A2RJT9_v6	afdb_Q02899_v6	6.388E-01	5.128E-01	6.823E-01	0.837	63
afdb_A2RJT9_v6	afdb_P00175_v6	6.668E-01	3.724E-01	6.823E-01	0.887	66
afdb_A2RJT9_v6	afdb_P03958_v6	5.382E-01	4.883E-01	5.465E-01	0.569	53
afdb_A2RJT9_v6	afdb_P39377_v6	5.575E-01	4.633E-01	5.662E-01	0.632	55
afdb_A2RJT9_v6	afdb_P16444_v6	5.648E-01	4.505E-01	5.734E-01	0.663	56
afdb_A2RJT9_v6	afdb_P05020_v6	5.303E-01	4.854E-01	5.586E-01	0.569	53
afdb_A2RJT9_v6	afdb_P0AEZ1_v6	4.879E-01	5.071E-01	5.359E-01	0.411	48
afdb_A2RJT9_v6	afdb_P42593_v6	6.416E-01	3.259E-01	6.806E-01	0.855	64
afdb_A2RJT9_v6	afdb_P16099_v6	6.502E-01	3.043E-01	6.902E-01	0.872	65
afdb_A2RJT9_v6	afdb_P18314_v6	5.427E-01	3.294E-01	5.441E-01	0.601	54
afdb_A2RJT9_v6	afdb_Q9XBQ8_v6	4.803E-01	3.828E-01	5.460E-01	0.411	48
afdb_A2RJT9_v6	afdb_P00860_v6	4.711E-01	3.396E-01	6.125E-01	0.382	47
afdb_A2RJT9_v6	afdb_Q05755_v6	6.402E-01	1.507E-01	6.420E-01	0.855	64
afdb_A2RJT9_v6	afdb_P55038_v6	6.380E-01	1.461E-01	6.398E-01	0.837	63
afdb_A2RJT9_v6	afdb_P10688_v6	5.273E-01	2.530E-01	5.286E-01	0.537	52
afdb_A2RJT9_v6	afdb_Q29460_v6	3.431E-01	4.295E-01	4.495E-01	0.126	34
afdb_A2RJT9_v6	afdb_Q00017_v6	3.501E-01	4.112E-01	4.302E-01	0.126	34
afdb_A2RJT9_v6	afdb_P05521_v6	3.694E-01	3.744E-01	4.171E-01	0.150	36
afdb_A2RJT9_v6	afdb_P37967_v6	4.300E-01	3.059E-01	4.569E-01	0.254	42
afdb_A2RJT9_v6	afdb_P22394_v6	4.499E-01	2.843E-01	4.774E-01	0.301	44
afdb_A2RJT9_v6	afdb_O58727_v6	2.950E-01	4.334E-01	4.425E-01	0.082	29
afdb_A2RJT9_v6	afdb_P21836_v6	4.524E-01	2.683E-01	4.796E-01	0.326	45
afdb_A2RJT9_v6	afdb_P0A6G7_v6	3.031E-01	4.181E-01	4.443E-01	0.090	30
afdb_A2RJT9_v6	afdb_P37957_v6	3.093E-01	4.086E-01	4.553E-01	0.090	30
afdb_A2RJT9_v6	afdb_Q58989_v6	3.071E-01	4.084E-01	4.381E-01	0.090	30
afdb_A2RJT9_v6	afdb_P45478_v6	3.523E-01	3.564E-01	3.827E-01	0.138	35
afdb_A2RJT9_v6	afdb_Q75WN8_v6	3.421E-01	3.636E-01	3.899E-01	0.126	34
afdb_A2RJT9_v6	afdb_P52279_v6	3.487E-01	3.473E-01	3.836E-01	0.126	34
afdb_A2RJT9_v6	afdb_P96965_v6	3.369E-01	3.597E-01	3.832E-01	0.116	33
