afdb_P15807_v6	afdb_O58727_v6	3.149E-01	4.458E-01	5.448E-01	0.098	31
afdb_P15807_v6	afdb_P83686_v6	3.326E-01	3.346E-01	5.663E-01	0.116	33
afdb_P15807_v6	afdb_Q8RB32_v6	3.158E-01	3.456E-01	4.118E-01	0.098	31
afdb_P15807_v6	afdb_Q9FEW9_v6	3.743E-01	2.810E-01	4.168E-01	0.164	37
afdb_P15807_v6	afdb_P39377_v6	3.707E-01	2.817E-01	5.005E-01	0.164	37
afdb_P15807_v6	afdb_P53608_v6	3.375E-01	3.138E-01	5.500E-01	0.116	33
afdb_P15807_v6	afdb_P04042_v6	3.530E-01	2.893E-01	5.467E-01	0.138	35
afdb_P15807_v6	afdb_P07511_v6	3.744E-01	2.409E-01	3.805E-01	0.164	37
afdb_P15807_v6	afdb_Q29460_v6	2.826E-01	3.227E-01	3.705E-01	0.076	28
afdb_P15807_v6	afdb_P80324_v6	3.291E-01	2.666E-01	4.305E-01	0.106	32
afdb_P15807_v6	afdb_P00489_v6	4.203E-01	1.630E-01	5.720E-01	0.254	42
afdb_P15807_v6	afdb_Q75WN8_v6	2.947E-01	2.862E-01	4.329E-01	0.082	29
afdb_P15807_v6	afdb_P00455_v6	3.257E-01	2.533E-01	5.512E-01	0.106	32
afdb_P15807_v6	afdb_P0AEZ1_v6	2.974E-01	2.812E-01	3.837E-01	0.082	29
afdb_P15807_v6	afdb_P15289_v6	3.517E-01	2.192E-01	3.901E-01	0.138	35
afdb_P15807_v6	afdb_P05521_v6	2.957E-01	2.743E-01	3.933E-01	0.082	29
afdb_P15807_v6	afdb_Q12178_v6	2.301E-01	3.402E-01	3.787E-01	0.040	22
afdb_P15807_v6	afdb_P77444_v6	3.248E-01	2.429E-01	3.265E-01	0.106	32
afdb_P15807_v6	afdb_Q16775_v6	2.948E-01	2.706E-01	3.924E-01	0.082	29
afdb_P15807_v6	afdb_P83772_v6	2.765E-01	2.880E-01	3.940E-01	0.069	27
afdb_P15807_v6	afdb_P00935_v6	3.201E-01	2.416E-01	4.601E-01	0.106	32
