afdb_P08836_v6	afdb_P24289_v6	2.955E-01	3.681E-01	3.838E-01	0.082	29
afdb_P08836_v6	afdb_P07511_v6	3.662E-01	2.958E-01	3.900E-01	0.150	36
afdb_P08836_v6	afdb_P71119_v6	2.620E-01	3.873E-01	4.114E-01	0.063	26
afdb_P08836_v6	afdb_P83772_v6	2.796E-01	3.513E-01	3.526E-01	0.069	27
afdb_P08836_v6	afdb_P52279_v6	2.943E-01	3.281E-01	3.336E-01	0.082	29
afdb_P08836_v6	afdb_Q9UMR5_v6	2.856E-01	3.306E-01	3.822E-01	0.076	28
afdb_P08836_v6	afdb_P00396_v6	3.463E-01	2.717E-01	3.688E-01	0.126	34
afdb_P08836_v6	afdb_P00183_v6	3.213E-01	2.919E-01	3.260E-01	0.106	32
afdb_P08836_v6	afdb_P09960_v6	3.622E-01	2.514E-01	3.822E-01	0.150	36
afdb_P08836_v6	afdb_P00390_v6	3.381E-01	2.617E-01	3.687E-01	0.116	33
afdb_P08836_v6	afdb_P05414_v6	2.975E-01	2.966E-01	3.394E-01	0.082	29
afdb_P08836_v6	afdb_Q6UV28_v6	1.911E-01	4.009E-01	4.654E-01	0.024	19
afdb_P08836_v6	afdb_P45478_v6	2.762E-01	3.134E-01	3.349E-01	0.069	27
afdb_P08836_v6	afdb_Q50925_v6	3.451E-01	2.428E-01	4.452E-01	0.126	34
afdb_P08836_v6	afdb_P00592_v6	1.894E-01	3.975E-01	4.603E-01	0.020	18
afdb_P08836_v6	afdb_O59791_v6	2.775E-01	3.046E-01	3.260E-01	0.069	27
afdb_P08836_v6	afdb_P03958_v6	2.865E-01	2.951E-01	3.037E-01	0.076	28
afdb_P08836_v6	afdb_P95468_v6	2.952E-01	2.803E-01	3.659E-01	0.082	29
afdb_P08836_v6	afdb_Q29460_v6	2.374E-01	3.348E-01	3.909E-01	0.045	23
afdb_P08836_v6	afdb_Q3HWU8_v6	2.569E-01	3.149E-01	3.217E-01	0.057	25
afdb_P08836_v6	afdb_P16444_v6	2.972E-01	2.740E-01	3.193E-01	0.082	29
afdb_P08836_v6	afdb_P00590_v6	2.344E-01	3.237E-01	3.397E-01	0.045	23
afdb_P08836_v6	afdb_P27487_v6	3.543E-01	2.032E-01	3.550E-01	0.138	35
afdb_P08836_v6	afdb_P53041_v6	3.081E-01	2.471E-01	3.188E-01	0.090	30
afdb_P08836_v6	afdb_P00914_v6	2.983E-01	2.485E-01	3.343E-01	0.082	29
afdb_P08836_v6	afdb_P24630_v6	2.846E-01	2.532E-01	3.007E-01	0.076	28
afdb_P08836_v6	afdb_P07003_v6	3.102E-01	2.248E-01	3.352E-01	0.098	31
afdb_P08836_v6	afdb_P21179_v6	3.357E-01	1.966E-01	3.677E-01	0.116	33
afdb_P08836_v6	afdb_P0CE47_v6	2.709E-01	2.579E-01	2.975E-01	0.069	27
afdb_P08836_v6	afdb_P09367_v6	2.611E-01	2.632E-01	3.217E-01	0.063	26
afdb_P08836_v6	afdb_P06621_v6	2.734E-01	2.512E-01	2.816E-01	0.069	27
afdb_P08836_v6	afdb_Q05769_v6	3.107E-01	2.114E-01	3.139E-01	0.098	31
afdb_P08836_v6	afdb_P12998_v6	2.621E-01	2.534E-01	2.718E-01	0.063	26
afdb_P08836_v6	afdb_P08473_v6	3.217E-01	1.921E-01	3.265E-01	0.106	32
afdb_P08836_v6	afdb_P83788_v6	2.679E-01	2.455E-01	3.127E-01	0.063	26
afdb_P08836_v6	afdb_P00777_v6	2.368E-01	2.734E-01	3.313E-01	0.045	23
afdb_P08836_v6	afdb_Q6LZM9_v6	2.694E-01	2.389E-01	2.944E-01	0.063	26
afdb_P08836_v6	afdb_P0AB77_v6	2.604E-01	2.451E-01	2.711E-01	0.063	26
afdb_P08836_v6	afdb_Q9HXE3_v6	2.516E-01	2.478E-01	2.946E-01	0.057	25
afdb_P08836_v6	afdb_F8W4B7_v6	3.449E-01	1.530E-01	3.544E-01	0.126	34
afdb_P08836_v6	afdb_P81054_v6	2.414E-01	2.501E-01	2.661E-01	0.051	24
afdb_P08836_v6	afdb_P15917_v6	3.117E-01	1.752E-01	3.601E-01	0.098	31
afdb_P08836_v6	afdb_P10844_v6	3.468E-01	1.299E-01	4.031E-01	0.126	34
afdb_P08836_v6	afdb_O16025_v6	3.250E-01	1.483E-01	3.344E-01	0.106	32
afdb_P08836_v6	afdb_Q9NPB1_v6	1.885E-01	2.632E-01	3.197E-01	0.020	18
afdb_P08836_v6	afdb_P24474_v6	2.610E-01	1.890E-01	2.682E-01	0.063	26
afdb_P08836_v6	afdb_Q05755_v6	3.369E-01	1.118E-01	3.458E-01	0.116	33
