afdb_A0A0F7KYQ8_v6	afdb_P25910_v6	8.065E-01	8.590E-01	9.151E-01	0.984	80
afdb_A0A0F7KYQ8_v6	afdb_P04190_v6	7.872E-01	8.137E-01	9.204E-01	0.978	78
afdb_A0A0F7KYQ8_v6	afdb_P52700_v6	6.842E-01	6.325E-01	7.801E-01	0.912	68
afdb_A0A0F7KYQ8_v6	afdb_Q16775_v6	6.343E-01	5.572E-01	7.332E-01	0.837	63
afdb_A0A0F7KYQ8_v6	afdb_O59791_v6	3.924E-01	3.406E-01	4.214E-01	0.196	39
afdb_A0A0F7KYQ8_v6	afdb_P13717_v6	3.594E-01	3.594E-01	3.990E-01	0.138	35
afdb_A0A0F7KYQ8_v6	afdb_P05521_v6	3.703E-01	3.358E-01	4.202E-01	0.164	37
afdb_A0A0F7KYQ8_v6	afdb_P0A1E3_v6	3.741E-01	3.213E-01	4.317E-01	0.164	37
afdb_A0A0F7KYQ8_v6	afdb_Q9FEW9_v6	3.997E-01	2.957E-01	4.341E-01	0.196	39
afdb_A0A0F7KYQ8_v6	afdb_P09030_v6	3.482E-01	3.462E-01	4.379E-01	0.126	34
afdb_A0A0F7KYQ8_v6	afdb_P27170_v6	3.829E-01	3.103E-01	4.367E-01	0.179	38
afdb_A0A0F7KYQ8_v6	afdb_P00639_v6	3.524E-01	3.382E-01	3.966E-01	0.138	35
afdb_A0A0F7KYQ8_v6	afdb_P0A6C1_v6	3.528E-01	3.372E-01	3.955E-01	0.138	35
afdb_A0A0F7KYQ8_v6	afdb_Q8RB32_v6	3.280E-01	3.488E-01	3.751E-01	0.106	32
afdb_A0A0F7KYQ8_v6	afdb_P83686_v6	3.389E-01	3.339E-01	3.963E-01	0.116	33
afdb_A0A0F7KYQ8_v6	afdb_Q12178_v6	2.766E-01	3.961E-01	4.079E-01	0.069	27
afdb_A0A0F7KYQ8_v6	afdb_O58727_v6	2.884E-01	3.825E-01	4.105E-01	0.076	28
afdb_A0A0F7KYQ8_v6	afdb_Q75WN8_v6	3.371E-01	3.214E-01	4.183E-01	0.116	33
afdb_A0A0F7KYQ8_v6	afdb_Q9UMR5_v6	3.427E-01	3.142E-01	3.582E-01	0.126	34
afdb_A0A0F7KYQ8_v6	afdb_P05725_v6	2.718E-01	3.842E-01	4.196E-01	0.069	27
afdb_A0A0F7KYQ8_v6	afdb_P96965_v6	3.324E-01	3.191E-01	3.982E-01	0.116	33
afdb_A0A0F7KYQ8_v6	afdb_P83772_v6	3.229E-01	3.279E-01	3.807E-01	0.106	32
afdb_A0A0F7KYQ8_v6	afdb_P05414_v6	3.550E-01	2.808E-01	3.880E-01	0.138	35
afdb_A0A0F7KYQ8_v6	afdb_P00935_v6	3.618E-01	2.719E-01	4.249E-01	0.150	36
afdb_A0A0F7KYQ8_v6	afdb_Q3HWU8_v6	3.202E-01	3.118E-01	3.862E-01	0.106	32
afdb_A0A0F7KYQ8_v6	afdb_P37967_v6	3.838E-01	2.451E-01	4.506E-01	0.179	38
afdb_A0A0F7KYQ8_v6	afdb_Q02899_v6	3.612E-01	2.672E-01	4.027E-01	0.150	36
afdb_A0A0F7KYQ8_v6	afdb_P15289_v6	3.833E-01	2.433E-01	3.889E-01	0.179	38
afdb_A0A0F7KYQ8_v6	afdb_P45478_v6	3.279E-01	2.975E-01	3.441E-01	0.106	32
afdb_A0A0F7KYQ8_v6	afdb_P04042_v6	3.434E-01	2.826E-01	4.020E-01	0.126	34
afdb_A0A0F7KYQ8_v6	afdb_Q9NPB1_v6	2.921E-01	3.286E-01	4.081E-01	0.082	29
afdb_A0A0F7KYQ8_v6	afdb_Q00017_v6	3.041E-01	3.164E-01	3.220E-01	0.090	30
afdb_A0A0F7KYQ8_v6	afdb_P39377_v6	3.520E-01	2.683E-01	3.876E-01	0.138	35
afdb_A0A0F7KYQ8_v6	afdb_Q58989_v6	2.816E-01	3.276E-01	3.463E-01	0.076	28
afdb_A0A0F7KYQ8_v6	afdb_Q9XBQ8_v6	3.519E-01	2.557E-01	3.979E-01	0.138	35
afdb_A0A0F7KYQ8_v6	afdb_P00777_v6	3.157E-01	2.914E-01	3.268E-01	0.098	31
afdb_A0A0F7KYQ8_v6	afdb_P06721_v6	3.458E-01	2.607E-01	3.701E-01	0.126	34
afdb_A0A0F7KYQ8_v6	afdb_P0A9P4_v6	3.231E-01	2.811E-01	3.531E-01	0.106	32
afdb_A0A0F7KYQ8_v6	afdb_P18314_v6	3.808E-01	2.208E-01	4.132E-01	0.179	38
afdb_A0A0F7KYQ8_v6	afdb_P0A6G7_v6	2.746E-01	3.277E-01	4.218E-01	0.069	27
afdb_A0A0F7KYQ8_v6	afdb_P08819_v6	3.557E-01	2.419E-01	4.003E-01	0.138	35
afdb_A0A0F7KYQ8_v6	afdb_P28796_v6	3.599E-01	2.347E-01	3.797E-01	0.138	35
afdb_A0A0F7KYQ8_v6	afdb_P35049_v6	2.900E-01	3.036E-01	3.295E-01	0.076	28
afdb_A0A0F7KYQ8_v6	afdb_P16932_v6	3.511E-01	2.399E-01	4.098E-01	0.138	35
afdb_A0A0F7KYQ8_v6	afdb_Q6LZM9_v6	3.492E-01	2.389E-01	3.990E-01	0.126	34
afdb_A0A0F7KYQ8_v6	afdb_P0A6T5_v6	2.746E-01	3.098E-01	3.334E-01	0.069	27
afdb_A0A0F7KYQ8_v6	afdb_P37062_v6	3.468E-01	2.362E-01	3.725E-01	0.126	34
afdb_A0A0F7KYQ8_v6	afdb_P80324_v6	3.251E-01	2.579E-01	3.775E-01	0.106	32
afdb_A0A0F7KYQ8_v6	afdb_P09184_v6	2.331E-01	3.485E-01	3.974E-01	0.045	23
afdb_A0A0F7KYQ8_v6	afdb_P56218_v6	3.007E-01	2.790E-01	3.276E-01	0.090	30
afdb_A0A0F7KYQ8_v6	afdb_P00388_v6	3.868E-01	1.903E-01	4.278E-01	0.179	38
afdb_A0A0F7KYQ8_v6	afdb_Q29460_v6	2.756E-01	3.002E-01	3.323E-01	0.069	27
afdb_A0A0F7KYQ8_v6	afdb_P21836_v6	3.752E-01	1.997E-01	4.206E-01	0.164	37
afdb_A0A0F7KYQ8_v6	afdb_Q9L9D7_v6	3.712E-01	2.034E-01	3.972E-01	0.164	37
afdb_A0A0F7KYQ8_v6	afdb_Q7ZAG8_v6	3.298E-01	2.416E-01	3.621E-01	0.106	32
afdb_A0A0F7KYQ8_v6	afdb_P40859_v6	3.236E-01	2.441E-01	3.523E-01	0.106	32
afdb_A0A0F7KYQ8_v6	afdb_Q7SID9_v6	3.589E-01	2.034E-01	3.969E-01	0.138	35
